id,active,jersey,last_name,first_name,display_name,pro_team,position,height,weight,dob,college,fantasy_team_id
271,0,19,Baskett,Hank,Hank Baskett,MIN,WR,6-4,220,0000-00-00,New Mexico,1
272,0,81,Battle,Arnaz,Arnaz Battle,PIT,WR,6-1,208,0000-00-00,Notre Dame,1
273,0,0,Bennett,Drew,Drew Bennett,BAL,WR,6-5,196,0000-00-00,UCLA,1
274,0,0,Bennett,Earl,Earl Bennett,CLE,WR,6-0,206,0000-00-00,Vanderbilt,1
275,0,87,Berrian,Bernard,Bernard Berrian,MIN,WR,6-1,185,0000-00-00,Fresno State,1
276,0,15,Bess,Davone,Davone Bess,CLE,WR,5-10,195,0000-00-00,Hawaii,1
277,0,15,Biddle,Taye,Taye Biddle,MIN,WR,6-1,185,0000-00-00,Mississippi,1
278,0,10,Bodiford,Shaun,Shaun Bodiford,OAK,WR,5-11,186,1982-05-04,Portland State,1
279,0,0,Booker,Marty,Marty Booker,ATL,WR,6-0,205,0000-00-00,Louisiana-Monroe,1
280,0,0,Bradford,Mark,Mark Bradford,SF,WR,6-2,205,0000-00-00,Stanford,1
281,0,16,Bradley,Mark,Mark Bradley,NO,WR,6-1,201,0000-00-00,Oklahoma,1
282,0,84,Branch,Deion,Deion Branch,NE,WR,5-9,195,0000-00-00,Louisville,1
283,0,85,Breaston,Steve,Steve Breaston,NO,WR,6-0,189,0000-00-00,Michigan,1
284,0,0,Broussard,John,John Broussard,DET,WR,6-1,181,0000-00-00,San Jose State,1
285,0,15,Brown,Reggie,Reggie Brown,TB,WR,6-1,197,0000-00-00,Georgia,1
286,0,0,Bruce,Isaac,Isaac Bruce,SF,WR,6-0,188,0000-00-00,Memphis,1
287,0,81,Bryant,Antonio,Antonio Bryant,CIN,WR,6-1,211,0000-00-00,Pittsburgh,1
288,0,0,Bumpus,Michael,Michael Bumpus,SEA,WR,5-11,194,0000-00-00,Washington State,1
289,0,0,Burgess,Rudy,Rudy Burgess,CHI,WR,5-10,186,0000-00-00,Arizona State,1
290,0,13,Burleson,Nate,Nate Burleson,CLE,WR,6-0,198,0000-00-00,Nevada,1
291,0,80,Burress,Plaxico,Plaxico Burress,PIT,WR,6-5,232,0000-00-00,Michigan State,1
292,0,14,Burton,Keenan,Keenan Burton,LAR,WR,6-0,206,0000-00-00,Kentucky,1
293,0,17,Camarillo,Greg,Greg Camarillo,NO,WR,6-2,200,1982-04-18,Stanford,1
294,0,0,Campbell,Kelly,Kelly Campbell,TB,WR,5-10,175,0000-00-00,Georgia Tech,1
295,0,0,Carter,Drew,Drew Carter,OAK,WR,6-3,200,0000-00-00,Ohio State,1
296,0,0,Carter,Jason,Jason Carter,CAR,WR,6-0,205,0000-00-00,Texas A&M,1
297,0,84,Chambers,Chris,Chris Chambers,KC,WR,5-11,210,0000-00-00,Wisconsin,1
298,0,0,Chatman,Antonio,Antonio Chatman,CIN,WR,5-8,185,0000-00-00,Cincinnati,1
299,0,87,Clark,Brian,Brian Clark,DET,WR,6-2,204,0000-00-00,North Carolina State,1
300,0,89,Clayton,Mark,Mark Clayton,LAR,WR,5-10,190,1982-07-02,Oklahoma,1
301,0,83,Clayton,Michael,Michael Clayton,NYG,WR,6-4,215,1982-10-13,LSU,1
302,0,17,Clowney,David,David Clowney,BUF,WR,6-0,188,1985-07-07,Virginia Tech,1
303,0,84,Colbert,Keary,Keary Colbert,KC,WR,6-1,205,0000-00-00,USC,1
304,0,87,Coles,Laveranues,Laveranues Coles,NYJ,WR,5-11,200,0000-00-00,Florida State,1
305,0,15,Copper,Terrance,Terrance Copper,KC,WR,6-0,207,0000-00-00,East Carolina,1
306,0,12,Crayton,Patrick,Patrick Crayton,LAC,WR,6-0,205,0000-00-00,Northwestern Oklahoma State,1
307,0,0,Cribbs,Josh,Josh Cribbs,IND,WR,6-1,192,0000-00-00,Kent State,1
308,0,0,Curry,Ronald,Ronald Curry,LAR,WR,6-2,210,0000-00-00,North Carolina,1
309,0,17,Curtis,Kevin,Kevin Curtis,TEN,WR,6-0,186,1978-07-17,Utah State,1
310,0,0,Darling,Devard,Devard Darling,HOU,WR,6-1,213,1982-04-16,Washington State,1
311,0,11,Davis,Andre,Andre Davis,HOU,WR,6-1,200,0000-00-00,Virginia Tech,1
312,0,0,Davis,Chris,Chris Davis,CIN,WR,5-10,181,0000-00-00,Florida State,1
313,0,84,Davis,Buster,Buster Davis,LAC,WR,6-1,210,0000-00-00,LSU,1
314,0,81,Davis,Rashied,Rashied Davis,CHI,WR,5-9,187,1979-07-24,San Jose State,1
315,0,85,Doucet,Early,Early Doucet,ARI,WR,6-0,212,1985-10-28,LSU,1
316,0,80,Driver,Donald,Donald Driver,GB,WR,6-0,194,1975-02-02,Alcorn State,1
317,0,0,Ealy,Biren,Biren Ealy,GB,WR,6-3,207,0000-00-00,Houston,1
318,0,17,Edwards,Braylon,Braylon Edwards,NYJ,WR,6-3,214,0000-00-00,Michigan,1
319,0,0,Ellis,Devale,Devale Ellis,CLE,WR,5-10,174,0000-00-00,Hofstra,1
320,0,88,Engram,Bobby,Bobby Engram,CLE,WR,5-10,192,0000-00-00,Penn State,1
321,0,83,Evans,Lee,Lee Evans,JAC,WR,6-0,210,1981-03-11,Wisconsin,1
322,0,13,Figurs,Yamon,Yamon Figurs,TEN,WR,5-11,185,1982-01-10,Kansas State,1
323,0,0,Filani,Joel,Joel Filani,TB,WR,6-2,206,0000-00-00,Texas Tech,1
324,0,86,Finneran,Brian,Brian Finneran,ATL,WR,6-5,210,0000-00-00,Villanova,1
325,0,0,Floyd,Marquis,Marquis Floyd,SEA,WR,6-0,190,0000-00-00,West Georgia,1
326,0,0,Foster,Jayson,Jayson Foster,DEN,WR,5-7,175,0000-00-00,Georgia Southern,1
327,0,18,Fowler,Eric,Eric Fowler,DET,WR,6-3,210,0000-00-00,Grand Valley State,1
328,0,0,Franklin,Will,Will Franklin,OAK,WR,6-0,210,0000-00-00,Missouri,1
329,0,85,Furrey,Mike,Mike Furrey,WAS,WR,6-0,192,0000-00-00,Northern Iowa,1
330,0,10,Gaffney,Jabar,Jabar Gaffney,MIA,WR,6-2,200,1980-12-01,Florida,1
331,0,12,Gage,Justin,Justin Gage,TEN,WR,6-4,204,1981-01-24,Missouri,1
332,0,84,Galloway,Joey,Joey Galloway,WAS,WR,5-11,197,0000-00-00,Ohio State,1
333,0,0,Giguere,Samuel,Samuel Giguere,NYG,WR,5-11,215,1985-07-11,Unknown,1
334,0,0,Gonzalez,Anthony,Anthony Gonzalez,NE,WR,6-0,193,0000-00-00,Ohio State,1
335,0,0,Green,Skyler,Skyler Green,NO,WR,5-9,190,0000-00-00,LSU,1
336,0,0,Hackett,D.J.,D.J. Hackett,WAS,WR,6-2,208,0000-00-00,Colorado,1
337,0,80,Hagan,Derek,Derek Hagan,TEN,WR,6-2,210,0000-00-00,Arizona State,1
338,0,0,Hagans,Marques,Marques Hagans,WAS,WR,5-10,205,0000-00-00,Virginia,1
339,0,0,Hall,Dante,Dante Hall,LAR,WR,5-8,187,0000-00-00,Texas A&M,1
340,0,0,Hall,Roy,Roy Hall,NO,WR,6-3,240,0000-00-00,Ohio State,1
341,0,0,Hankton,Cortez,Cortez Hankton,TB,WR,6-0,200,0000-00-00,Texas Southern,1
342,0,0,Hannon,Chris,Chris Hannon,BAL,WR,6-3,205,0000-00-00,Tennessee,1
343,0,84,Hardy,James,James Hardy,BAL,WR,6-5,220,1985-12-24,Indiana,1
344,0,82,Harper,Justin,Justin Harper,BAL,WR,6-3,226,1985-02-24,Virginia Tech,1
345,0,0,Harrison,Marvin,Marvin Harrison,IND,WR,6-0,185,1972-08-25,Syracuse,1
346,0,18,Hass,Mike,Mike Hass,SEA,WR,6-1,210,0000-00-00,Oregon State,1
347,0,15,Hawkins,Lavelle,Lavelle Hawkins,TB,WR,5-11,194,0000-00-00,California,1
348,0,0,Hawthorne,C.J.,C.J. Hawthorne,BUF,WR,5-11,168,0000-00-00,Hawaii,1
349,0,87,Henderson,Devery,Devery Henderson,WAS,WR,5-11,200,0000-00-00,LSU,1
350,0,0,Henry,Chris,Chris Henry,CIN,WR,6-4,200,1983-05-17,West Virginia,1
351,0,0,Henry,Marcus,Marcus Henry,CAR,WR,6-4,212,0000-00-00,Kansas,1
353,0,15,Higgins,Johnnie Lee,Johnnie Lee Higgins,PHI,WR,5-11,185,0000-00-00,Texas-El Paso,1
354,0,0,Hill,Jason,Jason Hill,NYJ,WR,6-0,202,0000-00-00,Washington State,1
355,0,0,Hilliard,Ike,Ike Hilliard,TB,WR,5-11,210,0000-00-00,Florida,1
356,0,0,Hixon,Domenik,Domenik Hixon,CHI,WR,6-2,205,0000-00-00,Akron,1
357,0,17,Holland,Jonathan,Jonathan Holland,OAK,WR,6-1,195,0000-00-00,Louisiana Tech,1
358,0,14,Holmes,Santonio,Santonio Holmes,CHI,WR,5-11,192,0000-00-00,Ohio State,1
359,0,0,Holt,Glenn,Glenn Holt,DET,WR,6-1,193,0000-00-00,Kentucky,1
360,0,84,Holt,Torry,Torry Holt,NE,WR,6-0,200,0000-00-00,North Carolina State,1
361,0,84,Houshmandzadeh,T.J.,T.J. Houshmandzadeh,OAK,WR,6-2,203,0000-00-00,Oregon State,1
362,0,17,Hubbard,Paul,Paul Hubbard,BUF,WR,6-2,225,1985-06-12,Wisconsin,1
363,0,15,Huggins,Felton,Felton Huggins,BUF,WR,6-2,195,1983-02-15,Southeastern Louisiana,1
364,0,86,Hughes,Nate,Nate Hughes,DET,WR,6-2,195,0000-00-00,Alcorn State,1
365,0,81,Hurd,Sam,Sam Hurd,CHI,WR,6-3,200,0000-00-00,Northern Illinois,1
366,0,17,Jackson,Chad,Chad Jackson,OAK,WR,6-1,223,1985-03-06,Florida,1
367,0,0,Jackson,Darrell,Darrell Jackson,DEN,WR,5-11,210,0000-00-00,Florida,1
368,0,89,Jackson,Dexter,Dexter Jackson,NYJ,WR,5-9,182,0000-00-00,Appalachian State,1
369,0,0,Jackson,Nate,Nate Jackson,CLE,WR,6-3,235,0000-00-00,Menlo College,1
370,0,83,Jackson,Vincent,Vincent Jackson,TB,WR,6-5,230,0000-00-00,Northern Colorado,1
371,0,80,Jarrett,Dwayne,Dwayne Jarrett,CAR,WR,6-4,219,0000-00-00,USC,1
372,0,0,Jefferson,Mike,Mike Jefferson,DAL,WR,6-1,206,0000-00-00,Montana State,1
373,0,10,Jenkins,Darnell,Darnell Jenkins,NE,WR,5-10,191,1982-12-31,Miami (Fla.),1
374,0,0,Jenkins,Justin,Justin Jenkins,BUF,WR,6-0,207,0000-00-00,Mississippi State,1
375,0,10,Jenkins,Michael,Michael Jenkins,NE,WR,6-4,214,0000-00-00,Ohio State,1
376,0,0,Jennings,Adam,Adam Jennings,NYG,WR,5-9,180,0000-00-00,Fresno State,1
377,0,89,Johnson,Bryant,Bryant Johnson,HOU,WR,6-3,212,0000-00-00,Penn State,1
378,0,83,Johnson,Jaymar,Jaymar Johnson,ARI,WR,6-0,183,1984-07-10,Jackson State,1
379,0,11,Johnson,Stevie,Stevie Johnson,LAC,WR,6-2,207,0000-00-00,Kentucky,1
380,0,0,Jones,Brandon,Brandon Jones,BAL,WR,6-1,212,1982-10-06,Oklahoma,1
381,0,0,Jones,C.J.,C.J. Jones,DEN,WR,5-11,195,0000-00-00,Iowa,1
382,0,0,Jones,Mark,Mark Jones,TEN,WR,5-9,185,0000-00-00,Tennessee,1
383,0,0,Jones,Nate,Nate Jones,LAR,WR,6-2,195,0000-00-00,Texas,1
384,0,17,Jones,Onrea,Onrea Jones,CHI,WR,5-11,202,1983-12-22,Hampton,1
385,0,0,Jurevicius,Joe,Joe Jurevicius,CLE,WR,6-5,230,0000-00-00,Penn State,1
386,0,12,Kelly,Malcolm,Malcolm Kelly,WAS,WR,6-4,226,1986-12-30,Oklahoma,1
387,0,82,Kent,Jordan,Jordan Kent,LAR,WR,6-4,219,0000-00-00,Oregon,1
388,0,0,Kilmer,Ethan,Ethan Kilmer,MIA,WR,6-0,205,0000-00-00,Penn State,1
389,0,0,Leggett,Lance,Lance Leggett,CLE,WR,6-3,205,0000-00-00,Miami (Fla.),1
390,0,0,Lelie,Ashley,Ashley Lelie,KC,WR,6-3,195,0000-00-00,Hawaii,1
391,0,17,Lewis,Greg,Greg Lewis,MIN,WR,6-0,185,0000-00-00,Illinois,1
392,0,84,Lloyd,Brandon,Brandon Lloyd,SF,WR,6-0,200,1981-07-05,Illinois,1
393,0,15,London,Brandon,Brandon London,PIT,WR,6-4,210,0000-00-00,Massachusetts,1
394,0,86,Long,Lance,Lance Long,DET,WR,5-11,186,0000-00-00,Mississippi State,1
395,0,0,Looker,Dane,Dane Looker,DET,WR,6-0,194,0000-00-00,Washington,1
396,0,0,Lowber,Todd,Todd Lowber,MIA,WR,6-3,205,0000-00-00,Ramapo,1
397,0,0,Lucas,Chad,Chad Lucas,LAR,WR,6-1,201,0000-00-00,Alabama State,1
398,0,0,Madsen,John,John Madsen,CLE,TE,6-5,240,0000-00-00,Utah,1
399,0,86,Manningham,Mario,Mario Manningham,NYG,WR,5-11,185,1986-05-25,Michigan,1
400,0,15,Marshall,Brandon,Brandon Marshall,NYG,WR,6-5,232,1984-03-23,UCF,1
401,0,82,Martin,Ruvell,Ruvell Martin,BUF,WR,6-4,214,1982-08-10,Saginaw Valley State,1
402,0,0,Martinez,Glenn,Glenn Martinez,HOU,WR,6-1,190,0000-00-00,Saginaw Valley State,1
403,0,0,Maxwell,Marcus,Marcus Maxwell,SEA,WR,6-3,210,0000-00-00,Oregon,1
404,0,0,McBride,Shaheer,Shaheer McBride,PHI,WR,6-2,205,0000-00-00,Delaware State,1
405,0,0,McCareins,Justin,Justin McCareins,TEN,WR,6-2,215,0000-00-00,Northern Illinois,1
406,0,0,McDonald,Shaun,Shaun McDonald,PIT,WR,5-10,183,0000-00-00,Arizona State,1
407,0,0,McMahan,Kevin,Kevin McMahan,CAR,WR,6-2,192,0000-00-00,Maine,1
408,0,0,McMullen,Billy,Billy McMullen,DET,WR,6-4,215,0000-00-00,Virginia,1
409,0,0,Meachem,Robert,Robert Meachem,NO,WR,6-2,215,0000-00-00,Tennessee,1
410,0,82,Moore,Evan,Evan Moore,SEA,TE,6-6,250,1985-01-03,Stanford,1
411,0,80,Moore,Kenny,Kenny Moore,PIT,WR,5-11,195,1985-02-19,Wake Forest,1
412,0,0,Morey,Sean,Sean Morey,SEA,WR,5-11,193,0000-00-00,Brown,1
413,0,84,Moss,Randy,Randy Moss,SF,WR,6-4,210,0000-00-00,Marshall,1
414,0,89,Moss,Santana,Santana Moss,WAS,WR,5-10,193,1979-06-01,Miami (Fla.),1
415,0,83,Moss,Sinorice,Sinorice Moss,PHI,WR,5-8,185,1983-12-28,Miami (Fla.),1
416,0,0,Muhammad,Muhsin,Muhsin Muhammad,CAR,WR,6-2,215,0000-00-00,Michigan State,1
417,0,19,Naanee,Legedu,Legedu Naanee,MIA,WR,6-2,215,1983-09-16,Boise State,1
418,0,0,Nance,Martin,Martin Nance,PIT,WR,6-3,212,0000-00-00,Miami (Ohio),1
419,0,86,Northcutt,Dennis,Dennis Northcutt,DET,WR,5-11,172,0000-00-00,Arizona,1
420,0,15,Obomanu,Ben,Ben Obomanu,NYJ,WR,6-1,204,0000-00-00,Auburn,1
421,0,85,Johnson,Chad,Chad Johnson,MIA,WR,6-1,188,0000-00-00,Oregon State,1
422,0,14,Osgood,Kassim,Kassim Osgood,SF,WR,6-5,220,0000-00-00,San Diego State,1
423,0,10,Owens,Terrell,Terrell Owens,SEA,WR,6-3,224,0000-00-00,Tennessee-Chattanooga,1
424,0,12,Parrish,Roscoe,Roscoe Parrish,TB,WR,5-9,175,1982-07-16,Miami (Fla.),1
425,0,0,Patten,David,David Patten,NE,WR,5-10,190,0000-00-00,Western Carolina,1
426,0,18,Payne,Logan,Logan Payne,BAL,WR,6-2,205,1985-01-21,Minnesota,1
427,0,0,Perry,Tab,Tab Perry,MIA,WR,6-3,215,0000-00-00,UCLA,1
428,0,0,Price,Maurice,Maurice Price,TB,WR,6-1,197,1985-09-11,Charleston Southern,1
429,0,14,Purify,Maurice,Maurice Purify,CIN,WR,6-3,222,0000-00-00,Nebraska,1
430,0,82,Randle El,Antwaan,Antwaan Randle El,PIT,WR,5-10,185,0000-00-00,Indiana,1
431,0,0,Raymond,Paul,Paul Raymond,CLE,WR,5-10,185,0000-00-00,Brown,1
432,0,82,Reed,Josh,Josh Reed,LAC,WR,5-10,210,0000-00-00,LSU,1
433,0,25,Reynaud,Darius,Darius Reynaud,TEN,RB,5-9,201,1984-12-29,West Virginia,1
434,0,18,Rice,Sidney,Sidney Rice,SEA,WR,6-4,202,0000-00-00,South Carolina,1
435,0,0,Rideau,Brandon,Brandon Rideau,CHI,WR,6-3,198,0000-00-00,Kansas,1
436,0,0,Robinson,Kevin,Kevin Robinson,KC,WR,6-0,196,0000-00-00,Utah State,1
437,0,0,Robinson,Koren,Koren Robinson,SEA,WR,6-1,205,0000-00-00,North Carolina State,1
438,0,81,Robinson,Laurent,Laurent Robinson,JAC,WR,6-2,205,1985-05-20,Illinois State,1
439,0,15,Roby,Courtney,Courtney Roby,ATL,WR,6-0,189,0000-00-00,Indiana,1
441,0,0,Rucker,Micah,Micah Rucker,NYG,WR,6-6,221,0000-00-00,Eastern Illinois,1
442,0,0,Russell,Cliff,Cliff Russell,DEN,WR,5-11,190,0000-00-00,Utah,1
443,0,0,Sam,Lorne,Lorne Sam,GB,WR,6-3,220,0000-00-00,Texas-El Paso,1
444,0,0,Sam,P.K.,P.K. Sam,BUF,WR,6-3,210,0000-00-00,Florida State,1
445,0,0,Sanders,Steve,Steve Sanders,ARI,WR,6-3,205,0000-00-00,Bowling Green State,1
446,0,19,Schilens,Chaz,Chaz Schilens,DET,WR,6-4,225,0000-00-00,San Diego State,1
447,0,0,Shepherd,Edell,Edell Shepherd,DEN,WR,6-1,175,0000-00-00,San Jose State,1
448,0,0,Shields,Arman,Arman Shields,OAK,WR,6-1,195,0000-00-00,Richmond,1
449,0,0,Simmons,Mark,Mark Simmons,HOU,WR,5-10,185,0000-00-00,Kansas,1
450,0,16,Smith,Brad,Brad Smith,PHI,WR,6-2,213,1983-12-12,Missouri,1
451,0,11,Smith,Marcus,Marcus Smith,BAL,WR,6-1,225,1985-01-11,New Mexico,1
452,0,12,Smith,Steve,Steve Smith,TB,WR,5-11,195,1985-05-06,USC,1
453,0,10,Smith,Taj,Taj Smith,IND,WR,6-0,192,1983-09-30,Syracuse,1
454,0,18,Spurlock,Micheal,Micheal Spurlock,CHI,WR,5-11,210,0000-00-00,Mississippi,1
455,0,14,Stallworth,Donte',Donte' Stallworth,WAS,WR,6-0,200,0000-00-00,Tennessee,1
456,0,86,Stanback,Isaiah,Isaiah Stanback,JAC,TE,6-2,228,0000-00-00,Washington,1
457,0,0,Standeford,John,John Standeford,CIN,WR,6-4,200,1982-04-15,Purdue,1
458,0,0,Stanley,Derek,Derek Stanley,LAR,WR,5-11,182,0000-00-00,Wis.-Whitewater,1
459,0,10,Steptoe,Syndric,Syndric Steptoe,CLE,WR,5-9,200,0000-00-00,Arizona,1
460,0,80,Stokley,Brandon,Brandon Stokley,BAL,WR,6-0,194,0000-00-00,Louisiana-Lafayette,1
461,0,83,Stovall,Maurice,Maurice Stovall,JAC,TE,6-5,220,1985-02-21,Notre Dame,1
462,0,17,Stuckey,Chansi,Chansi Stuckey,ARI,WR,6-0,196,0000-00-00,Clemson,1
463,0,16,Swain,Brett,Brett Swain,SEA,WR,6-0,200,0000-00-00,San Diego State,1
464,0,80,Sweed,Limas,Limas Sweed,PIT,WR,6-4,220,1984-12-25,Texas,1
465,0,0,Taylor,Courtney,Courtney Taylor,SEA,WR,6-1,205,0000-00-00,Auburn,1
466,0,0,Taylor,Travis,Travis Taylor,DET,WR,6-1,210,0000-00-00,Florida,1
467,0,11,Thomas,Devin,Devin Thomas,DET,WR,6-2,221,0000-00-00,Michigan State,1
468,0,0,Thorpe,Craphonso,Craphonso Thorpe,TEN,WR,6-0,187,0000-00-00,Florida State,1
469,0,0,Thrash,James,James Thrash,WAS,WR,6-0,204,0000-00-00,Missouri Southern State,1
470,0,0,Toomer,Amani,Amani Toomer,KC,WR,6-3,203,0000-00-00,Michigan,1
471,0,0,Tyree,David,David Tyree,BAL,WR,6-0,206,0000-00-00,Syracuse,1
472,0,83,Urban,Jerheme,Jerheme Urban,KC,WR,6-3,207,0000-00-00,Trinity (Tex.),1
473,0,0,Urrutia,Mario,Mario Urrutia,TB,WR,6-6,232,0000-00-00,Louisville,1
474,0,19,Wade,Bobby,Bobby Wade,WAS,WR,5-10,195,0000-00-00,Arizona,1
475,0,0,Walker,Javon,Javon Walker,MIN,WR,6-3,215,0000-00-00,Florida State,1
476,0,10,Sims-Walker,Mike,Mike Sims-Walker,LAR,WR,6-2,212,0000-00-00,Central Florida,1
477,0,87,Walter,Kevin,Kevin Walter,TEN,WR,6-3,218,0000-00-00,Eastern Michigan,1
478,0,86,Ward,Hines,Hines Ward,PIT,WR,6-0,205,1976-03-08,Georgia,1
479,0,0,Warren,Paris,Paris Warren,NO,WR,6-0,213,0000-00-00,Utah,1
480,0,87,Washington,Kelley,Kelley Washington,LAC,WR,6-3,217,1979-08-21,Tennessee,1
481,0,19,Watkins,Todd,Todd Watkins,NYG,WR,6-3,195,1983-06-22,Brigham Young,1
482,0,15,Wayne,Reggie,Reggie Wayne,NE,WR,6-0,203,1978-11-17,Miami (FL),1
483,0,0,Webb,Jeff,Jeff Webb,KC,WR,6-2,211,0000-00-00,San Diego State,1
485,0,0,Whittaker,Huey,Huey Whittaker,NYJ,WR,6-4,234,0000-00-00,South Florida,1
486,0,85,Wilford,Ernest,Ernest Wilford,JAC,WR,6-4,235,0000-00-00,Virginia Tech,1
487,0,0,Williams,Brandon,Brandon Williams,PIT,WR,5-11,170,0000-00-00,Wisconsin,1
488,0,8,Williams,Chandler,Chandler Williams,KC,WR,5-11,176,1985-08-09,Florida International,1
489,0,88,Williams,Demetrius,Demetrius Williams,JAC,WR,6-2,202,1983-03-28,Oregon,1
490,0,0,Williams,Edward,Edward Williams,CLE,WR,6-4,210,0000-00-00,Lane,1
491,0,0,Williams,Harry,Harry Williams,HOU,WR,6-2,187,0000-00-00,Tuskegee,1
492,0,17,Williams,Paul,Paul Williams,HOU,WR,6-1,196,1983-12-02,Fresno State,1
493,0,0,Williams,Reggie,Reggie Williams,SEA,WR,6-4,212,0000-00-00,Washington,1
494,0,11,Williams,Roy,Roy Williams,CHI,WR,6-3,215,0000-00-00,Texas,1
495,0,84,Williamson,Troy,Troy Williamson,JAC,WR,6-1,203,0000-00-00,South Carolina,1
496,0,12,Willis,Matt,Matt Willis,DET,WR,6-0,190,0000-00-00,UCLA,1
497,0,37,Wilson,George,George Wilson,BUF,WR,6-0,212,1981-03-14,Arkansas,1
498,0,0,Wilson,Travis,Travis Wilson,DAL,WR,6-1,210,0000-00-00,Oklahoma,1
499,0,0,Woods,D'Juan,D'Juan Woods,NO,WR,6-1,210,0000-00-00,Oklahoma State,1
500,0,12,Wright,Wallace,Wallace Wright,TB,WR,6-1,197,1984-02-01,North Carolina,1
501,0,17,Zeigler,Dominique,Dominique Zeigler,SF,WR,6-3,185,1984-10-11,Baylor,1
502,0,0,Anderson,Courtney,Courtney Anderson,HOU,TE,6-6,270,0000-00-00,San Jose State,1
503,0,89,Angulo,Richard,Richard Angulo,CHI,TE,6-8,260,0000-00-00,Western New Mexico,1
504,0,86,Bajema,Billy,Billy Bajema,BAL,TE,6-4,259,0000-00-00,Oklahoma State,1
505,0,86,Baker,Chris,Chris Baker,SEA,TE,6-3,261,0000-00-00,Michigan State,1
506,0,87,Becht,Anthony,Anthony Becht,KC,TE,6-6,270,1977-08-08,West Virginia,1
507,0,84,Bergen,Adam,Adam Bergen,DEN,TE,6-4,267,0000-00-00,Lehigh,1
508,0,50,Binn,David,David Binn,LAC,TE,6-3,228,1972-02-06,California,1
509,0,80,Boss,Kevin,Kevin Boss,KC,TE,6-6,255,1984-01-11,Western Oregon,1
510,0,0,Brown,Chris,Chris Brown,MIA,RB,6-0,239,0000-00-00,Tennessee,1
511,0,0,Bruener,Mark,Mark Bruener,HOU,TE,6-4,253,0000-00-00,Washington,1
512,0,0,Butler,Eric,Eric Butler,OAK,TE,6-2,263,0000-00-00,Mississippi State,1
513,0,0,Campbell,Dan,Dan Campbell,NO,TE,6-5,265,0000-00-00,Texas A&M,1
514,0,0,Campbell,Mark,Mark Campbell,NO,TE,6-6,260,0000-00-00,Michigan,1
515,0,89,Carlson,John,John Carlson,ARI,TE,6-5,248,0000-00-00,Notre Dame,1
516,0,0,Cieslak,Brad,Brad Cieslak,CLE,TE,6-3,260,0000-00-00,Northern Illinois,1
517,0,87,Clark,Dallas,Dallas Clark,BAL,TE,6-3,252,0000-00-00,Iowa,1
518,0,88,Clark,Desmond,Desmond Clark,CHI,TE,6-3,249,1977-04-20,Wake Forest,1
519,0,85,Coats,Daniel,Daniel Coats,NYG,TE,6-3,264,1984-04-16,Brigham Young,1
520,0,47,Cooley,Chris,Chris Cooley,WAS,TE,6-3,243,0000-00-00,Utah State,1
521,0,87,Cottam,Brad,Brad Cottam,KC,TE,6-7,269,0000-00-00,Tennessee,1
522,0,82,Crumpler,Alge,Alge Crumpler,NE,TE,6-2,275,0000-00-00,North Carolina,1
523,0,88,Curtis,Tony,Tony Curtis,WAS,TE,6-5,251,1983-02-11,Portland State,1
524,0,0,Davis,Charles,Charles Davis,LAC,TE,6-6,260,1983-03-13,Purdue,1
525,0,83,Davis,Fred,Fred Davis,NE,TE,6-4,247,0000-00-00,USC,1
526,0,0,DeVree,Tyson,Tyson DeVree,IND,TE,6-6,245,1984-11-12,Colorado,1
527,0,58,Dearth,James,James Dearth,NE,TE,6-4,265,1976-01-22,Tarleton State,1
528,0,0,Dekker,Jon,Jon Dekker,PIT,TE,6-5,250,0000-00-00,Princeton,1
529,0,0,Dinkins,Darnell,Darnell Dinkins,NO,TE,6-4,260,0000-00-00,Pittsburgh,1
530,0,81,Dreessen,Joel,Joel Dreessen,DEN,TE,6-4,245,0000-00-00,Colorado State,1
531,0,83,Dugan,Jeff,Jeff Dugan,MIN,TE,6-4,258,1981-04-08,Maryland,1
532,0,88,Estandia,Greg,Greg Estandia,CLE,TE,6-8,266,0000-00-00,Nevada-Las Vegas,1
533,0,82,Fine,Derek,Derek Fine,HOU,TE,6-3,247,0000-00-00,Kansas,1
534,0,88,Finley,Jermichael,Jermichael Finley,GB,TE,6-5,247,1987-03-26,Texas,1
535,0,49,Finley,J.J.,J.J. Finley,CAR,TE,6-6,250,0000-00-00,Oklahoma,1
536,0,0,Fitzsimmons,Casey,Casey Fitzsimmons,DET,TE,6-4,260,0000-00-00,Carroll (Mont.),1
537,0,0,Franks,Bubba,Bubba Franks,NYJ,TE,6-6,265,0000-00-00,Miami (Fla.),1
538,0,43,Gafford,Thomas,Thomas Gafford,KC,TE,6-2,250,0000-00-00,Houston,1
539,0,0,Gaines,Michael,Michael Gaines,HOU,TE,6-2,267,0000-00-00,Central Florida,1
540,0,89,Gilmore,John,John Gilmore,NO,TE,6-5,257,0000-00-00,Penn State,1
541,0,88,Gonzalez,Tony,Tony Gonzalez,ATL,TE,6-5,247,1976-02-27,California,1
542,0,86,Graham,Daniel,Daniel Graham,NO,TE,6-3,257,1978-11-16,Colorado,1
543,0,0,Halterman,Aaron,Aaron Halterman,MIA,TE,6-5,265,0000-00-00,Indiana,1
544,0,0,Hannah,Rodney,Rodney Hannah,DAL,TE,6-6,258,0000-00-00,Houston,1
545,0,0,Hartsock,Ben,Ben Hartsock,CAR,TE,6-4,265,0000-00-00,Ohio State,1
